CATEGORIA;centro_costo;fecha; monto_presupuestado ;version_presupuesto
Activo Fijo;TEC001;01-02-2025; 1.955.138 ;Budget
Personal;INM003;01-12-2025; 3.020.892 ;Forecast Q1
Administración;MKT002;01-01-2025; 1.104.572 ;Forecast Q1
Activo Fijo;OPE001;01-12-2025; 1.708.561 ;Forecast Q1
Administración;MKT002;01-09-2025; 2.083.452 ;Budget
Activo Fijo;MKT001;01-10-2025; 1.548.211 ;Forecast Q2
Personal;INM003;01-04-2025; 3.367.017 ;Budget
Activo Fijo;TEC001;01-09-2025; 1.512.608 ;Forecast Q2
Activo Fijo;MKT001;01-12-2025; 2.157.992 ;Forecast Q2
Activo Fijo;INM003;01-05-2025; 2.182.356 ;Forecast Q2
Administración;OPE001;01-12-2025; 1.049.065 ;Forecast Q1
Personal;MKT002;01-05-2025; 3.149.340 ;Forecast Q1
Activo Fijo;MKT002;01-06-2025; 1.402.459 ;Budget
Personal;MKT002;01-11-2025; 3.807.657 ;Budget
Activo Fijo;MKT001;01-12-2025; 1.264.292 ;Forecast Q2
Activo Fijo;MKT002;01-10-2025; 1.034.656 ;Forecast Q1
Administración;TEC002;01-09-2025; 2.232.709 ;Forecast Q1
Administración;OPE001;01-04-2025; 2.132.754 ;Forecast Q1
Administración;TEC002;01-06-2025; 1.069.571 ;Budget
Personal;OPE001;01-07-2025; 3.841.026 ;Forecast Q1
Activo Fijo;MKT002;01-06-2025; 2.374.186 ;Forecast Q1
Personal;MKT001;01-05-2025; 3.262.548 ;Forecast Q2
Activo Fijo;TEC002;01-07-2025; 2.057.957 ;Forecast Q1
Administración;INM003;01-10-2025; 2.274.236 ;Budget
Administración;TEC002;01-12-2025; 1.080.552 ;Budget
Administración;MKT002;01-10-2025; 1.933.736 ;Budget
Activo Fijo;MKT002;01-06-2025; 1.306.097 ;Forecast Q1
Activo Fijo;MKT002;01-06-2025; 2.353.332 ;Budget
Activo Fijo;TEC002;01-02-2025; 1.320.408 ;Forecast Q2
Activo Fijo;TEC001;01-11-2025; 2.450.693 ;Forecast Q1
Administración;INM003;01-06-2025; 2.611.490 ;Forecast Q2
Administración;INM003;01-01-2025; 1.580.221 ;Forecast Q1
Personal;MKT002;01-09-2025; 3.420.484 ;Forecast Q2
Activo Fijo;INM003;01-04-2025; 2.025.358 ;Forecast Q1
Administración;TEC002;01-09-2025; 1.819.538 ;Forecast Q1
Administración;INM003;01-03-2025; 1.884.984 ;Forecast Q1
Administración;MKT001;01-04-2025; 2.765.091 ;Forecast Q1
Activo Fijo;TEC001;01-05-2025; 796.850 ;Forecast Q2
Personal;MKT002;01-05-2025; 5.379.588 ;Budget
Activo Fijo;MKT002;01-03-2025; 1.854.149 ;Budget
Activo Fijo;TEC001;01-03-2025; 848.835 ;Forecast Q1
Personal;TEC001;01-06-2025; 5.289.953 ;Forecast Q1
Administración;MKT001;01-01-2025; 2.398.499 ;Forecast Q1
Activo Fijo;MKT002;01-09-2025; 914.618 ;Forecast Q2
Personal;INM003;01-09-2025; 3.603.340 ;Forecast Q2
Administración;OPE001;01-10-2025; 1.447.324 ;Forecast Q1
Personal;TEC001;01-06-2025; 5.890.635 ;Forecast Q1
Activo Fijo;OPE001;01-08-2025; 1.189.964 ;Budget
Personal;OPE001;01-06-2025; 3.662.423 ;Forecast Q1
Personal;INM003;01-12-2025; 4.139.110 ;Budget
Personal;TEC002;01-11-2025; 4.104.259 ;Budget
Personal;OPE001;01-10-2025; 3.579.364 ;Forecast Q1
Administración;MKT002;01-06-2025; 2.129.330 ;Budget
Activo Fijo;MKT002;01-02-2025; 1.610.310 ;Forecast Q2
Administración;MKT002;01-05-2025; 1.359.670 ;Budget
Administración;TEC002;01-01-2025; 1.259.186 ;Budget
Activo Fijo;MKT001;01-02-2025; 1.893.402 ;Forecast Q1
Personal;MKT001;01-11-2025; 5.725.404 ;Forecast Q2
Personal;INM003;01-03-2025; 4.351.938 ;Budget
Administración;TEC001;01-06-2025; 1.713.590 ;Budget
Administración;MKT001;01-07-2025; 1.729.430 ;Forecast Q1
Personal;INM003;01-10-2025; 4.285.930 ;Forecast Q1
Administración;MKT001;01-04-2025; 2.668.028 ;Forecast Q1
Administración;MKT002;01-04-2025; 2.224.280 ;Budget
Administración;MKT001;01-10-2025; 1.857.156 ;Budget
Personal;OPE001;01-04-2025; 5.453.380 ;Budget
Activo Fijo;TEC001;01-12-2025; 2.442.802 ;Forecast Q1
Administración;MKT002;01-02-2025; 2.446.878 ;Budget
Activo Fijo;INM003;01-05-2025; 2.261.672 ;Forecast Q1
Activo Fijo;TEC002;01-09-2025; 2.388.870 ;Budget
Activo Fijo;TEC001;01-09-2025; 772.585 ;Budget
Administración;TEC002;01-10-2025; 1.519.438 ;Forecast Q1
Personal;OPE001;01-04-2025; 5.371.469 ;Budget
Personal;INM003;01-06-2025; 4.906.673 ;Forecast Q1
Activo Fijo;TEC001;01-10-2025; 1.404.844 ;Budget
Personal;TEC002;01-10-2025; 3.831.197 ;Budget
Activo Fijo;OPE001;01-12-2025; 960.237 ;Budget
Administración;MKT001;01-03-2025; 1.759.169 ;Forecast Q1
Activo Fijo;TEC001;01-11-2025; 670.901 ;Forecast Q2
Personal;TEC002;01-03-2025; 4.774.662 ;Forecast Q2
Administración;MKT001;01-03-2025; 2.799.692 ;Budget
Administración;INM003;01-06-2025; 1.569.922 ;Forecast Q2
Personal;TEC002;01-05-2025; 4.344.650 ;Forecast Q1
Administración;OPE001;01-12-2025; 2.223.837 ;Forecast Q1
Personal;OPE001;01-05-2025; 4.914.314 ;Forecast Q2
Administración;MKT001;01-06-2025; 2.042.471 ;Forecast Q2
Personal;OPE001;01-07-2025; 4.135.747 ;Forecast Q1
Activo Fijo;TEC001;01-03-2025; 1.188.647 ;Budget
Personal;TEC001;01-10-2025; 5.822.249 ;Budget
Activo Fijo;TEC001;01-11-2025; 658.607 ;Forecast Q1
Activo Fijo;TEC002;01-06-2025; 1.658.150 ;Forecast Q1
Personal;MKT002;01-05-2025; 3.360.433 ;Budget
Activo Fijo;TEC001;01-01-2025; 1.439.828 ;Forecast Q1
Personal;INM003;01-09-2025; 3.898.704 ;Forecast Q1
Activo Fijo;MKT002;01-05-2025; 2.451.509 ;Forecast Q1
Administración;MKT001;01-09-2025; 1.123.679 ;Forecast Q1
Administración;OPE001;01-04-2025; 2.660.358 ;Forecast Q1
Personal;OPE001;01-07-2025; 3.333.756 ;Forecast Q1
Activo Fijo;TEC001;01-11-2025; 1.166.711 ;Budget
Activo Fijo;INM003;01-05-2025; 1.913.441 ;Forecast Q2
Administración;OPE001;01-02-2025; 1.295.378 ;Forecast Q1
Activo Fijo;TEC002;01-10-2025; 910.798 ;Forecast Q1
Personal;MKT002;01-11-2025; 3.951.102 ;Forecast Q1
Activo Fijo;TEC001;01-11-2025; 1.641.640 ;Forecast Q1
Administración;TEC001;01-02-2025; 2.240.950 ;Forecast Q2
Administración;MKT001;01-01-2025; 1.650.495 ;Budget
Administración;INM003;01-05-2025; 2.289.460 ;Forecast Q1
Activo Fijo;TEC001;01-01-2025; 1.919.873 ;Forecast Q1
Administración;MKT001;01-06-2025; 2.720.374 ;Forecast Q2
Administración;TEC001;01-06-2025; 1.778.498 ;Forecast Q2
Activo Fijo;OPE001;01-07-2025; 1.513.855 ;Budget
Activo Fijo;MKT002;01-11-2025; 2.266.539 ;Forecast Q2
Administración;MKT002;01-05-2025; 1.641.863 ;Forecast Q1
Administración;TEC002;01-10-2025; 2.250.881 ;Forecast Q1
Administración;MKT001;01-06-2025; 2.711.100 ;Forecast Q1
Personal;TEC001;01-07-2025; 3.710.460 ;Forecast Q2
Personal;TEC001;01-03-2025; 5.791.919 ;Budget
Activo Fijo;TEC001;01-03-2025; 2.062.571 ;Forecast Q2
Activo Fijo;MKT001;01-07-2025; 1.714.108 ;Forecast Q2
Activo Fijo;MKT001;01-10-2025; 960.810 ;Budget
Personal;TEC002;01-03-2025; 4.042.483 ;Budget
Activo Fijo;TEC001;01-02-2025; 1.209.847 ;Forecast Q2
Activo Fijo;MKT002;01-12-2025; 1.049.664 ;Forecast Q1
Activo Fijo;MKT002;01-05-2025; 1.403.715 ;Forecast Q1
Administración;TEC002;01-11-2025; 1.611.592 ;Forecast Q2
Activo Fijo;OPE001;01-04-2025; 2.385.400 ;Budget
Personal;MKT001;01-07-2025; 5.979.285 ;Budget
Personal;MKT001;01-11-2025; 4.849.642 ;Forecast Q2
Personal;TEC001;01-11-2025; 5.752.395 ;Budget
Activo Fijo;TEC001;01-07-2025; 2.202.675 ;Forecast Q1
Administración;MKT002;01-12-2025; 1.797.223 ;Forecast Q1
Activo Fijo;INM003;01-07-2025; 850.575 ;Forecast Q2
Administración;INM003;01-02-2025; 2.361.665 ;Budget
Administración;INM003;01-11-2025; 2.049.428 ;Forecast Q2
Personal;TEC001;01-10-2025; 3.220.140 ;Forecast Q1
Activo Fijo;MKT002;01-11-2025; 2.409.942 ;Forecast Q2
Activo Fijo;MKT002;01-02-2025; 1.246.227 ;Forecast Q2
Administración;MKT002;01-02-2025; 2.566.012 ;Budget
Activo Fijo;TEC001;01-08-2025; 1.340.859 ;Forecast Q1
Activo Fijo;TEC002;01-10-2025; 1.147.347 ;Budget
Administración;TEC001;01-02-2025; 1.656.132 ;Budget
Activo Fijo;TEC002;01-08-2025; 1.030.104 ;Budget
Activo Fijo;TEC002;01-07-2025; 1.317.432 ;Forecast Q1
Personal;OPE001;01-08-2025; 5.539.765 ;Forecast Q2
Activo Fijo;MKT001;01-08-2025; 1.439.233 ;Forecast Q1
Personal;MKT002;01-12-2025; 3.261.996 ;Forecast Q1
Activo Fijo;TEC002;01-10-2025; 1.944.361 ;Budget
Administración;INM003;01-12-2025; 2.310.313 ;Budget
Personal;MKT001;01-02-2025; 3.751.933 ;Budget
Administración;TEC002;01-10-2025; 2.520.942 ;Forecast Q2
Administración;TEC001;01-03-2025; 1.397.582 ;Budget
Activo Fijo;MKT001;01-08-2025; 756.260 ;Forecast Q2
Personal;MKT002;01-09-2025; 5.082.126 ;Budget
Activo Fijo;MKT001;01-05-2025; 1.935.244 ;Budget
Personal;MKT002;01-01-2025; 3.821.724 ;Budget
Personal;INM003;01-09-2025; 5.188.486 ;Budget
Administración;OPE001;01-06-2025; 2.752.804 ;Budget
Activo Fijo;OPE001;01-01-2025; 1.228.797 ;Forecast Q1
Administración;MKT002;01-07-2025; 1.448.087 ;Forecast Q1
Administración;INM003;01-04-2025; 1.302.648 ;Forecast Q2
Administración;OPE001;01-05-2025; 1.118.444 ;Budget
Activo Fijo;MKT002;01-07-2025; 1.463.045 ;Budget
Personal;INM003;01-04-2025; 5.967.379 ;Forecast Q1
Administración;OPE001;01-04-2025; 1.379.513 ;Forecast Q2
Personal;INM003;01-02-2025; 5.760.077 ;Budget
Personal;MKT001;01-12-2025; 3.558.909 ;Forecast Q1
Personal;OPE001;01-06-2025; 3.673.477 ;Forecast Q2
Administración;TEC002;01-05-2025; 1.715.980 ;Forecast Q1
Administración;MKT001;01-02-2025; 1.577.277 ;Forecast Q2
Administración;MKT002;01-10-2025; 2.965.897 ;Forecast Q1
Activo Fijo;MKT001;01-09-2025; 540.928 ;Forecast Q1
Activo Fijo;OPE001;01-03-2025; 1.923.896 ;Forecast Q1
Personal;INM003;01-01-2025; 3.789.140 ;Forecast Q2
Administración;TEC002;01-08-2025; 1.691.843 ;Forecast Q2
Administración;INM003;01-04-2025; 2.628.232 ;Forecast Q1
Activo Fijo;OPE001;01-05-2025; 1.593.010 ;Budget
Administración;INM003;01-07-2025; 1.758.635 ;Forecast Q1
Personal;OPE001;01-10-2025; 4.794.787 ;Budget
Activo Fijo;TEC001;01-12-2025; 1.750.331 ;Forecast Q2
Personal;OPE001;01-06-2025; 4.764.379 ;Forecast Q2
Administración;TEC002;01-02-2025; 2.049.346 ;Forecast Q2
Administración;TEC002;01-10-2025; 2.857.794 ;Forecast Q2
Personal;TEC001;01-03-2025; 5.942.275 ;Budget
Administración;OPE001;01-08-2025; 1.818.597 ;Budget
Personal;TEC002;01-10-2025; 4.559.746 ;Forecast Q1
Activo Fijo;INM003;01-02-2025; 1.597.170 ;Budget
Administración;TEC001;01-10-2025; 2.766.170 ;Budget
Personal;OPE001;01-08-2025; 4.722.862 ;Budget
Personal;OPE001;01-04-2025; 4.748.893 ;Budget
Administración;TEC002;01-11-2025; 1.517.116 ;Forecast Q1
Activo Fijo;OPE001;01-04-2025; 643.370 ;Forecast Q2
Administración;TEC001;01-06-2025; 1.150.413 ;Forecast Q2
Administración;MKT001;01-12-2025; 2.546.631 ;Forecast Q1
Personal;TEC001;01-02-2025; 4.427.184 ;Forecast Q1
Activo Fijo;TEC001;01-07-2025; 1.318.054 ;Forecast Q2
Activo Fijo;MKT002;01-07-2025; 1.645.749 ;Forecast Q2
Activo Fijo;TEC002;01-06-2025; 564.288 ;Forecast Q1
Administración;OPE001;01-06-2025; 1.639.496 ;Forecast Q2
Administración;MKT002;01-06-2025; 2.048.161 ;Budget
Personal;TEC002;01-03-2025; 4.977.735 ;Forecast Q2
Activo Fijo;INM003;01-06-2025; 1.174.138 ;Budget
Activo Fijo;MKT001;01-01-2025; 982.584 ;Forecast Q1
Activo Fijo;INM003;01-01-2025; 596.493 ;Forecast Q2
Administración;INM003;01-04-2025; 1.448.271 ;Budget
Administración;INM003;01-03-2025; 1.337.676 ;Budget
Administración;OPE001;01-10-2025; 1.004.461 ;Budget
Activo Fijo;MKT001;01-04-2025; 852.485 ;Budget
Personal;INM003;01-12-2025; 5.743.932 ;Budget
Personal;MKT001;01-07-2025; 4.971.353 ;Forecast Q2
Administración;TEC002;01-10-2025; 1.895.666 ;Forecast Q1
Personal;OPE001;01-10-2025; 5.258.003 ;Forecast Q1
Personal;TEC001;01-06-2025; 5.114.847 ;Forecast Q2
Personal;OPE001;01-05-2025; 5.845.497 ;Forecast Q2
Activo Fijo;MKT001;01-07-2025; 553.603 ;Forecast Q1
Activo Fijo;MKT001;01-08-2025; 2.396.517 ;Forecast Q1
Activo Fijo;TEC001;01-06-2025; 1.495.567 ;Budget
Personal;MKT001;01-02-2025; 5.356.004 ;Budget
Personal;OPE001;01-05-2025; 3.392.174 ;Forecast Q2
Personal;TEC002;01-09-2025; 4.399.261 ;Budget
Personal;MKT001;01-07-2025; 4.864.924 ;Forecast Q1
Administración;MKT002;01-05-2025; 2.571.727 ;Forecast Q1
Personal;INM003;01-10-2025; 3.312.313 ;Forecast Q2
Personal;TEC001;01-08-2025; 4.259.296 ;Forecast Q2
Administración;MKT001;01-05-2025; 2.049.240 ;Forecast Q1
Activo Fijo;MKT001;01-01-2025; 1.598.029 ;Forecast Q2
Activo Fijo;TEC002;01-08-2025; 670.011 ;Budget
Personal;OPE001;01-03-2025; 5.890.095 ;Forecast Q1
Personal;OPE001;01-10-2025; 4.112.212 ;Forecast Q1
Administración;MKT002;01-08-2025; 2.793.310 ;Budget
Personal;OPE001;01-08-2025; 4.890.481 ;Budget
Activo Fijo;TEC002;01-06-2025; 722.933 ;Forecast Q2
Activo Fijo;INM003;01-09-2025; 2.022.558 ;Budget
Personal;OPE001;01-06-2025; 3.639.407 ;Budget
Administración;TEC002;01-06-2025; 1.782.743 ;Forecast Q2
Administración;TEC002;01-12-2025; 1.541.670 ;Forecast Q2
Personal;INM003;01-01-2025; 5.733.699 ;Forecast Q1
Activo Fijo;MKT001;01-02-2025; 2.390.714 ;Budget
Activo Fijo;MKT002;01-02-2025; 931.495 ;Forecast Q2
Activo Fijo;TEC002;01-02-2025; 1.325.114 ;Budget
Personal;TEC001;01-08-2025; 5.224.327 ;Budget
Personal;INM003;01-07-2025; 5.099.978 ;Forecast Q1
Personal;MKT002;01-04-2025; 4.617.298 ;Forecast Q2
Administración;INM003;01-07-2025; 2.639.902 ;Budget
Activo Fijo;OPE001;01-12-2025; 2.067.354 ;Budget
Administración;TEC001;01-12-2025; 1.523.769 ;Budget
Personal;TEC002;01-02-2025; 5.905.389 ;Forecast Q2
Activo Fijo;TEC002;01-02-2025; 1.598.616 ;Forecast Q1
Activo Fijo;MKT002;01-12-2025; 2.039.872 ;Forecast Q2
Administración;MKT002;01-06-2025; 1.908.600 ;Forecast Q1
Administración;MKT002;01-11-2025; 1.909.286 ;Budget
Administración;MKT001;01-05-2025; 2.658.170 ;Forecast Q1
Activo Fijo;MKT002;01-04-2025; 741.445 ;Forecast Q2
Activo Fijo;MKT002;01-12-2025; 1.620.489 ;Forecast Q1
Personal;OPE001;01-01-2025; 3.979.209 ;Forecast Q2
Personal;INM003;01-09-2025; 3.909.215 ;Forecast Q1
Activo Fijo;MKT001;01-07-2025; 1.330.563 ;Forecast Q1
Administración;OPE001;01-04-2025; 1.336.789 ;Forecast Q1
Activo Fijo;MKT002;01-06-2025; 2.424.480 ;Forecast Q2
Administración;INM003;01-11-2025; 1.403.202 ;Forecast Q1
Personal;MKT002;01-07-2025; 4.638.630 ;Budget
Personal;MKT001;01-06-2025; 4.946.004 ;Budget
Administración;MKT002;01-12-2025; 2.719.876 ;Forecast Q1
Administración;MKT002;01-02-2025; 1.698.270 ;Forecast Q1
Administración;INM003;01-11-2025; 1.886.083 ;Forecast Q2
Personal;TEC002;01-05-2025; 5.337.169 ;Budget
Administración;OPE001;01-04-2025; 2.022.649 ;Forecast Q1
Administración;TEC001;01-11-2025; 2.705.438 ;Budget
Administración;OPE001;01-09-2025; 2.625.769 ;Budget
Activo Fijo;OPE001;01-01-2025; 1.229.109 ;Forecast Q2
Administración;INM003;01-07-2025; 1.513.144 ;Forecast Q2
Personal;MKT001;01-02-2025; 3.831.148 ;Forecast Q2
Activo Fijo;TEC002;01-03-2025; 1.708.951 ;Forecast Q2
Administración;MKT001;01-10-2025; 1.437.310 ;Budget
Administración;MKT001;01-03-2025; 1.224.238 ;Budget
Activo Fijo;TEC002;01-07-2025; 754.266 ;Budget
Personal;OPE001;01-05-2025; 5.827.673 ;Budget
Personal;TEC001;01-06-2025; 3.969.005 ;Forecast Q2
Activo Fijo;INM003;01-06-2025; 793.303 ;Forecast Q2
Activo Fijo;TEC001;01-04-2025; 1.496.542 ;Forecast Q2
Activo Fijo;MKT001;01-10-2025; 740.355 ;Forecast Q1
Administración;MKT002;01-10-2025; 1.350.257 ;Budget
Activo Fijo;TEC002;01-08-2025; 1.348.071 ;Budget
Activo Fijo;MKT001;01-11-2025; 2.074.450 ;Forecast Q1
Administración;OPE001;01-08-2025; 1.019.797 ;Forecast Q2
Personal;MKT002;01-10-2025; 5.607.652 ;Forecast Q1
Activo Fijo;TEC001;01-01-2025; 689.349 ;Forecast Q1
Personal;MKT001;01-12-2025; 5.738.613 ;Forecast Q2
Activo Fijo;TEC002;01-06-2025; 1.879.451 ;Forecast Q2
Activo Fijo;TEC002;01-03-2025; 1.600.247 ;Forecast Q1
Personal;INM003;01-11-2025; 4.599.005 ;Budget
Activo Fijo;INM003;01-08-2025; 1.225.566 ;Budget
Personal;INM003;01-04-2025; 4.872.367 ;Forecast Q1
Personal;TEC001;01-09-2025; 5.627.264 ;Forecast Q2
Administración;MKT002;01-04-2025; 2.178.443 ;Forecast Q2
Personal;TEC001;01-07-2025; 4.121.172 ;Budget
Activo Fijo;MKT002;01-02-2025; 1.412.986 ;Budget
Administración;TEC001;01-07-2025; 2.393.895 ;Forecast Q2
Administración;TEC002;01-05-2025; 1.901.989 ;Forecast Q1
Administración;MKT001;01-02-2025; 2.444.377 ;Budget
Administración;TEC002;01-10-2025; 1.623.136 ;Forecast Q1
Administración;TEC001;01-11-2025; 2.414.094 ;Budget
Administración;TEC002;01-11-2025; 2.349.012 ;Budget
Administración;MKT001;01-04-2025; 1.325.277 ;Forecast Q2
Personal;TEC002;01-02-2025; 3.265.115 ;Forecast Q2
Activo Fijo;MKT002;01-03-2025; 1.957.967 ;Budget
Personal;TEC002;01-03-2025; 4.192.670 ;Forecast Q1
Administración;TEC002;01-10-2025; 1.941.484 ;Forecast Q2
Activo Fijo;MKT002;01-04-2025; 591.532 ;Budget
Personal;OPE001;01-09-2025; 3.511.773 ;Forecast Q1
Personal;TEC002;01-09-2025; 4.436.965 ;Forecast Q2
Administración;MKT001;01-04-2025; 2.237.368 ;Forecast Q1
Administración;INM003;01-07-2025; 1.990.207 ;Forecast Q2
Administración;OPE001;01-04-2025; 1.784.809 ;Forecast Q2
Personal;MKT002;01-09-2025; 4.828.359 ;Forecast Q2
Administración;INM003;01-09-2025; 2.333.392 ;Forecast Q1
Activo Fijo;MKT002;01-02-2025; 1.775.193 ;Forecast Q2
Activo Fijo;MKT001;01-05-2025; 1.043.749 ;Budget
Activo Fijo;INM003;01-12-2025; 1.690.866 ;Budget
Activo Fijo;MKT002;01-04-2025; 1.230.982 ;Forecast Q1
Administración;MKT001;01-10-2025; 2.046.385 ;Budget
Administración;TEC001;01-02-2025; 1.620.099 ;Forecast Q2
Activo Fijo;TEC002;01-09-2025; 1.307.760 ;Forecast Q1
Personal;MKT001;01-03-2025; 3.756.530 ;Forecast Q2
Activo Fijo;INM003;01-07-2025; 1.774.365 ;Forecast Q2
Personal;INM003;01-01-2025; 3.385.956 ;Forecast Q1
Personal;TEC001;01-02-2025; 4.728.832 ;Forecast Q2
Administración;MKT002;01-10-2025; 2.488.299 ;Forecast Q2
Personal;TEC002;01-08-2025; 4.898.750 ;Forecast Q1
Personal;TEC002;01-04-2025; 5.098.470 ;Budget
Administración;INM003;01-05-2025; 1.452.221 ;Forecast Q1
Administración;INM003;01-01-2025; 1.739.736 ;Forecast Q1
Activo Fijo;OPE001;01-04-2025; 2.347.868 ;Forecast Q2
Personal;MKT001;01-06-2025; 3.939.551 ;Budget
Activo Fijo;MKT002;01-09-2025; 643.969 ;Forecast Q1
Activo Fijo;INM003;01-08-2025; 1.961.599 ;Forecast Q1
Activo Fijo;MKT001;01-06-2025; 1.942.764 ;Forecast Q2
Personal;TEC002;01-01-2025; 3.265.583 ;Budget
Personal;MKT002;01-06-2025; 4.761.115 ;Forecast Q1
Administración;MKT002;01-12-2025; 1.437.192 ;Forecast Q2
Activo Fijo;TEC001;01-12-2025; 1.477.542 ;Forecast Q2
Personal;TEC001;01-11-2025; 5.000.049 ;Forecast Q2
Personal;MKT001;01-04-2025; 3.974.551 ;Forecast Q1
  Activo Fijo;TEC001;01-04-2025; 1.262.800 ;Budget
Personal;INM003;01-07-2025; 4.758.738 ;Forecast Q1
Administración;OPE001;01-12-2025; 2.679.557 ;Budget
Activo Fijo;TEC002;01-06-2025; 2.420.770 ;Budget
Administración;MKT002;01-12-2025; 1.933.559 ;Budget
Personal;OPE001;01-02-2025; 5.804.547 ;Forecast Q2
Activo Fijo;OPE001;01-08-2025; 954.951 ;Budget
Activo Fijo;TEC002;01-01-2025; 2.212.094 ;Budget
Activo Fijo;MKT001;01-10-2025; 1.551.894 ;Forecast Q1
Activo Fijo;TEC002;01-04-2025; 1.275.900 ;Forecast Q2
Activo Fijo;MKT002;01-05-2025; 995.380 ;Forecast Q1
Personal;MKT002;01-09-2025; 5.209.682 ;Budget
Activo Fijo;OPE001;01-06-2025; 2.263.986 ;Budget
Activo Fijo;TEC001;01-07-2025; 1.059.019 ;Budget
Activo Fijo;TEC002;01-03-2025; 911.351 ;Forecast Q2
Activo Fijo;MKT002;01-05-2025; 1.212.956 ;Budget
Activo Fijo;OPE001;01-03-2025; 600.908 ;Forecast Q2
Administración;INM003;01-11-2025; 2.592.616 ;Budget
Personal  ;OPE001;01-09-2025; 4.550.105 ;Budget
Personal;MKT002;01-05-2025; 3.238.028 ;Forecast Q1
Administración;OPE001;01-02-2025; 2.155.582 ;Forecast Q1
Personal;INM003;01-08-2025; 5.080.680 ;Forecast Q2
Administración;OPE001;01-05-2025; 2.825.180 ;Budget
Personal;TEC001;01-04-2025; 3.713.016 ;Forecast Q2
Administración;TEC002;01-02-2025; 2.076.012 ;Forecast Q2
Activo Fijo;OPE001;01-06-2025; 2.188.515 ;Budget
Activo Fijo;OPE001;01-09-2025; 2.372.138 ;Forecast Q2
Activo Fijo;TEC002;01-04-2025; 1.971.812 ;Forecast Q2
Activo Fijo;TEC001;01-09-2025; 1.727.220 ;Forecast Q2
Personal;OPE001;01-03-2025; 3.500.793 ;Forecast Q2
Administración;MKT002;01-12-2025; 2.261.955 ;Forecast Q1
Activo Fijo;TEC001;01-02-2025; 2.345.499 ;Budget
Activo Fijo;OPE001;01-06-2025; 1.717.427 ;Budget
Activo Fijo;OPE001;01-12-2025; 1.211.443 ;Budget
Activo Fijo;MKT001;01-04-2025; 2.457.493 ;Budget
Personal;OPE001;01-05-2025; 3.709.752 ;Forecast Q1
Personal  ;INM003;01-07-2025; 4.334.749 ;Forecast Q1
Personal;TEC001;01-08-2025; 3.679.974 ;Forecast Q1
Personal;MKT001;01-02-2025; 3.837.540 ;Forecast Q2
Personal;INM003;01-09-2025; 3.791.170 ;Forecast Q1
Personal;MKT001;01-09-2025; 5.934.994 ;Forecast Q2
Activo Fijo;INM003;01-03-2025; 1.723.048 ;Budget
Activo Fijo;MKT001;01-08-2025; 1.821.737 ;Forecast Q1
Activo Fijo;INM003;01-03-2025; 1.194.669 ;Forecast Q2
Administración;OPE001;01-07-2025; 2.809.533 ;Budget
Administración;MKT001;01-10-2025; 2.794.894 ;Forecast Q2
Administración;TEC002;01-10-2025; 1.862.838 ;Budget
Personal;TEC002;01-04-2025; 4.531.213 ;Forecast Q2
Administración;INM003;01-01-2025; 2.786.365 ;Forecast Q1
Activo Fijo;TEC001;01-12-2025; 802.658 ;Forecast Q2
Administración;INM003;01-03-2025; 2.106.691 ;Budget
Activo Fijo;OPE001;01-09-2025; 596.950 ;Forecast Q1
Personal;TEC001;01-12-2025; 5.885.051 ;Forecast Q1
Administración;OPE001;01-02-2025; 2.137.341 ;Forecast Q1
Activo Fijo;TEC001;01-09-2025; 1.515.944 ;Forecast Q1
Administración;OPE001;01-02-2025; 2.957.981 ;Forecast Q1
Activo Fijo   ;MKT001;01-12-2025; 2.077.990 ;Budget
Administración;TEC001;01-01-2025; 1.094.886 ;Forecast Q2
Activo Fijo;INM003;01-12-2025; 2.287.017 ;Forecast Q2
Administración;MKT001;01-09-2025; 1.637.034 ;Forecast Q1
Activo Fijo;TEC002;01-09-2025; 706.914 ;Budget
Personal;TEC002;01-05-2025; 3.590.626 ;Forecast Q1
Personal;OPE001;01-08-2025; 4.301.406 ;Budget
Personal;INM003;01-12-2025; 5.582.661 ;Forecast Q2
Personal;MKT001;01-03-2025; 3.287.193 ;Forecast Q2
Activo Fijo;MKT001;01-05-2025; 1.577.704 ;Forecast Q1
Activo Fijo;TEC001;01-03-2025; 1.083.988 ;Forecast Q1
Administración;OPE001;01-10-2025; 2.482.548 ;Forecast Q2
Activo Fijo;MKT002;01-04-2025; 2.478.640 ;Forecast Q2
Personal;MKT001;01-10-2025; 5.337.504 ;Forecast Q2
Personal;MKT002;01-05-2025; 5.230.443 ;Forecast Q1
Activo Fijo;MKT002;01-04-2025; 1.014.577 ;Forecast Q1
Activo Fijo;OPE001;01-01-2025; 1.465.543 ;Forecast Q2
